Login 1,Family Name 1,Given Name 1,ORGU 1,Pub ID,Login 2,Family Name 2,Given Name 2,Cat,ORGU 2,Organisation
jc171683,Robertson,Jan,2111,30037,jc166639,Clough,Alan R.,staff,2111,
jc171683,Robertson,Jan A.,2111,31817,jc149407,Stevenson,Leah C.,staff,2111,
jc171683,Robertson,Jan A.,2111,31817,jc233625,Bohanna,India,staff,2111,
jc171683,Robertson,Jan A.,2111,31817,jc166639,Clough,Alan R.,staff,2111,
jc171683,Robertson,Jan A.,2111,33264,jc166639,Clough,Alan R.,staff,2111,
jc171683,Robertson,Jan A.,2111,33264,X13091,Fitts,Michelle S.,external,0001,Queensland University of Technology
jc171683,Robertson,Jan A.,2111,33264,X09475,Shakeshaft,Anthony,external,0001,The University of New South Wales
jc171683,Robertson,Jan A.,2111,33264,X12452,Miller,Adrian,external,0001,Griffith University
jc171683,Robertson,Jan A.,2111,33264,X11111,Doran,Christopher M.,external,0001,The University of Newcastle
jc171683,Robertson,Jan A.,2111,33264,purm,Muller,Reinhold,external,2110,James Cook University
jc171683,Robertson,Jan A.,2111,33264,edu-vay,Ypinazar,Valmae,staff,2131,
jc171683,Robertson,Jan A.,2111,33264,X06179,Martin,David,external,0001,Australian National University
jc171683,Robertson,Jan A.,2111,33264,jc134748,McDermott,Robyn,staff,2111,
jc171683,Robertson,Jan A.,2111,33264,X13089,Sanson-Fisher,Rob,external,0001,The University of Newcastle
jc171683,Robertson,Jan A.,2111,33264,,Towle,Simon,external,0001,"Department of Aboriginal and Torres Strait Islander and Multicultural Affairs, QLD"
jc171683,Robertson,Jan A.,2111,33264,X03868,Margolis,Stephen A.,external,0001,Griffith University
jc171683,Robertson,Jan A.,2111,33264,jc157944,West,Caryn,staff,2124,
jc171683,Robertson,Jan,2111,39364,jc166639,Clough,Alan R.,staff,2140,
jc171683,Robertson,Jan,2111,39364,jc237644,Fitts,Michelle,staff,2111,
jc171683,Robertson,Jan,2111,39467,jc149407,Stevenson,Leah,staff,2111,
jc171683,Robertson,Jan,2111,39467,nskju,Usher,Kim,external,,The University of New England
jc171683,Robertson,Jan,2111,39467,jc114925,Devine,Sue,staff,2111,
jc171683,Robertson,Jan,2111,39467,jc166639,Clough,Alan,staff,2111,
jc171683,Robertson,Jan,2111,40089,nskju,Usher,Kim,external,,The University of New England
jc171683,Robertson,Jan,2111,40089,jc166639,Clough,Alan,staff,2111,
jc171683,Robertson,Jan,2111,40089,jc135325,Woods,Cindy,staff,2131,
jc171683,Robertson,Jan,2111,40087,jc237644,Fitts,Michelle S.,staff,2111,
jc171683,Robertson,Jan,2111,40087,jc157944,West,Caryn,staff,2111,
jc171683,Robertson,Jan,2111,40087,art-klp,Robertson,Kim,staff,2111,
jc171683,Robertson,Jan,2111,40087,jc148420,Roberts,Nicholas,staff,2111,
jc171683,Robertson,Jan,2111,40087,jc199409,Honorato,Bronwyn,student,2111,James Cook University
jc171683,Robertson,Jan,2111,40087,jc166639,Clough,Alan R.,staff,2111,
jc171683,Robertson,Jan,2140,44957,jc166639,Clough,Alan,staff,2140,
jc171683,Robertson,Jan,2140,44957,jc237644,Fitts,Michelle,staff,2140,
jc171683,Robertson,Jan,2140,44957,jc310774,Lawson,Kenny,staff,2140,
jc171683,Robertson,Jan,2140,44957,jc266056,Bird,Katrina,staff,2140,
jc171683,Robertson,Jan,2140,44957,pueh,Hunter,Ernest,external,2100,Queensland Health
jc171683,Robertson,Jan,2140,44957,X11466,Gynther,Bruce,external,,Queensland Health
jc171683,Robertson,Jan,2140,44957,,Obrecht,Karin,external,,Queensland Health
jc171683,Robertson,Jan A.,2140,44960,jc166639,Clough,Alan R.,staff,2140,
jc171683,Robertson,Jan A.,2140,44960,jc160298,Margolis,Stephen A.,staff,2140,The University of Queensland
jc171683,Robertson,Jan A.,2140,44960,aiam,Miller,Adrian,staff,2140,Griffith University
jc171683,Robertson,Jan A.,2140,44960,X09475,Shakeshaft,Anthony,external,,James Cook University
jc171683,Robertson,Jan A.,2140,44960,X11111,Doran,Christopher M.,external,,James Cook University
jc171683,Robertson,Jan A.,2140,44960,jc134748,McDermott,Robyn,staff,2140,
jc171683,Robertson,Jan A.,2140,44960,X13089,Sanson-Fisher,Rob,external,,James Cook University
jc171683,Robertson,Jan A.,2140,44960,jc192026,Towle,Simon,student,2140,
jc171683,Robertson,Jan A.,2140,44960,jc247678,Martin,David,staff,2140,Townsville General Hospital
jc171683,Robertson,Jan A.,2140,44960,edu-vay,Ypinazar,Valmae,external,,The University of Queensland
jc171683,Robertson,Jan A.,2140,44960,jc237644,Fitts,Michelle S.,staff,2140,Queensland University of Technology
jc171683,Robertson,Jan A.,2140,44960,jc266056,Bird,Katrina,staff,2140,
jc171683,Robertson,Jan A.,2140,44960,jc199409,Honorato,Bronwyn,staff,2140,
jc171683,Robertson,Jan A.,2140,44960,jc157944,West,Caryn,staff,2140,
jc171683,Robertson,Jan A,2140,46916,jc237644,Fitts,Michelle S.,staff,2140,
jc171683,Robertson,Jan A,2140,46916,jc166639,Clough,Alan R.,staff,2140,
jc171683,Robertson,Jan A.,2100,46915,jc166639,Clough,Alan R.,staff,2140,
jc171683,Robertson,Jan A.,2100,46915,X03868,Margolis,Stephen A.,external,,Griffith University
jc171683,Robertson,Jan A.,2100,46915,X12452,Miller,Adrian,external,,Griffith University
jc171683,Robertson,Jan A.,2100,46915,X09475,Shakeshaft,Anthony,external,,The University of New South Wales
jc171683,Robertson,Jan A.,2100,46915,X11111,Doran,Christopher M.,external,,Central Queensland University
jc171683,Robertson,Jan A.,2100,46915,jc134748,McDermott,Robyn,staff,2140,
jc171683,Robertson,Jan A.,2100,46915,X13089,Sanson-Fisher,Robert,external,,The University of Newcastle
jc171683,Robertson,Jan A.,2100,46915,edu-vay,Ypinazar,Valmae,external,,Griffith University
jc171683,Robertson,Jan A.,2100,46915,X06179,Martin,David,external,,Australian National University
jc171683,Robertson,Jan A.,2100,46915,jc237644,Fitts,Michelle S.,staff,2100,
jc171683,Robertson,Jan A.,2100,46915,jc266056,Bird,Katrina,staff,2111,
jc171683,Robertson,Jan A.,2100,46915,jc199409,Honorato,Bronwyn,staff,2140,
jc171683,Robertson,Jan A.,2100,46915,jc192026,Towle,Simon,student,2140,
jc171683,Robertson,Jan A.,2100,46915,jc157944,West,Caryn,staff,2111,
jc172969,Ray,Robin A.,2131,23893,,Brown,Janice,external,0001,"University of Southampton, UK"
jc172969,Ray,Robin A.,2131,23893,X09894,Street,Annette F.,external,0001,"La Trobe University, VIC"
jc172969,Ray,Robin,2131,30125,,Kavanagh,Anne,external,0001,Cairns Outreach Home and Community Care Allied Health Service
jc172969,Ray,Robin,2131,33760,jc222663,Cameron,Miriam P.L.,student,2131,
jc172969,Ray,Robin,2131,33760,jc239136,Sabesan,Sabe,staff,2131,Townsville General Hospital
jc172969,Ray,Robin A.,2131,34069,,Fried,Ofra,external,0001,"Townsville Health District Palliative Care Service, QLD"
jc172969,Ray,Robin A.,2131,34069,jc229837,Lindsay,Daniel,staff,2131,
jc172969,Ray,Robin A.,6250,31814,jc126070,Sen Gupta,Tarun,staff,6250,
jc172969,Ray,Robin A.,6250,31814,jc158498,Murray,Richard B.,staff,6250,
jc172969,Ray,Robin A.,2131,38522,jc235940,Young,Louise,staff,2131,
jc172969,Ray,Robin A.,2131,38522,jc229837,Lindsay,Daniel B.,staff,2131,
jc172969,Ray,Robin,2131,38115,jc222663,Cameron,Miriam,student,2131,
jc172969,Ray,Robin,2131,38115,jc239136,Sabesan,Sabe,staff,2131,
jc172969,Ray,Robin,2131,40777,putsw,Woolley,Torres,staff,2131,
jc172969,Ray,Robin,2131,40777,jc126070,Sen Gupta,Tarun,staff,2131,
jc172969,Ray,Robin,2131,41485,jc249354,Ireland,Susan,student,2130,Townsville General Hospital
jc172969,Ray,Robin,2131,41485,jc128010,Larkins,Sarah,staff,2131,
jc172969,Ray,Robin,2131,41485,molah,Woodward,Lynn,staff,2131,
jc172969,Ray,Robin A.,2130,45092,,Wangoo,Laltaksh,external,,James Cook University
jc172969,Ray,Robin A.,2130,45092,,Ho,Yik-Hong,external,2131,James Cook University
jc172969,Ray,Robin A.,2131,46616,jc235940,Young,Louise,staff,2131,
jc172969,Ray,Robin A.,2131,46616,jc229837,Lindsay,Daniel B.,staff,2111,
jc173212,Crowe,Michael,2121,18594,jc152832,Sheppard,Lorraine,staff,2121,
jc173212,Crowe,Michael,2121,20924,jc152832,Sheppard,Lorraine,staff,2121,
jc173212,Crowe,Michael,2121,20924,jc145032,Campbell,Alistair,staff,2125,
jc173212,Crowe,Michael,2121,23474,jc152832,Sheppard,Lorraine,staff,2121,
jc173212,Crowe,Michael J.,2121,23718,jc152832,Sheppard,Lorraine A.,staff,2121,
jc173212,Crowe,Michael J.,2121,23718,,Jorgensen,Anna Maria S.,external,0001,
jc173212,Crowe,Michael,2121,32272,jc156217,Jones,Anne,staff,2121,
jc173212,Crowe,Michael,2121,32272,sci-rmk,Sealey,Rebecca,staff,2126,
jc173212,Crowe,Michael,2121,32272,jc163518,Gordon,Susan,staff,2121,
jc173212,Crowe,Michael J.,2121,31371,jc235940,Young,Louise,staff,2131,
jc173212,Crowe,Michael J.,2121,31371,jc128010,Larkins,Sarah L.,staff,2131,
jc173212,Crowe,Michael J.,2121,31371,jc126070,Sen Gupta,Tarun K.,staff,2131,
jc173212,Crowe,Michael J.,2121,31371,jc224490,McKenzie,Suzanne H.,staff,2131,
jc173212,Crowe,Michael J.,2121,31371,jc118335,Evans,Rebecca J.,staff,2131,
jc173212,Crowe,Michael J.,2121,31371,,Ware,Elizabeth J.,external,0001,Queensland Health
jc174198,Gardner,Anne,2124,23394,,Cann,Tina,external,0001,Townsville Health Service District
jc174198,Gardner,Anne,2124,23395,jc144332,Smyth,Wendy,staff,2120,
jc174198,Gardner,Anne,2124,23395,X08059,Renison,Bronia,external,0001,Townsville Health Service District
jc174198,Gardner,Anne,2124,23395,,Cann,Tina,external,0001,Townsville Health Service District
jc174198,Gardner,Anne,2124,23395,X08060,Vicary,Mary,external,0001,Queensland Health
jc174198,Gardner,Anne,0001,25906,,Mitchell,Brett G.,external,0001,University of Tasmania
jc174198,Gardner,Anne,0001,25906,jc140685,Stewart,Lee,staff,2124,
jc174198,Gardner,Anne,0001,30860,,Thomsen,Rosie,external,0001,Townsville Health Service District
jc174198,Gardner,Anne,0001,30860,jc144332,Smyth,Wendy,external,0001,Townsville Health Service District
jc174198,Gardner,Anne,0001,30860,,Ketchell,Jennifer,external,0001,Townsville Health Service District
jc174198,Gardner,Anne,2124,30864,jc144332,Smyth,Wendy,external,0001,Townsville Health Service District
jc174198,Gardner,Anne,2124,30864,,Fielding,Elaine,external,0001,Queensland University of Technology
jc174198,Gardner,Anne,2124,30864,,Beattie,Elizabeth,external,0001,Queensland University of Technology
jc174198,Gardner,Anne,2124,30864,,Moyle,Wendy,external,0001,Griffith University
jc174198,Gardner,Anne,2124,30864,,Franklin,Sara,external,0001,Queensland University of Technology
jc174198,Gardner,Anne,2124,30864,,Hines,Sonia,external,0001,Mater Health Services
jc174198,Gardner,Anne,2124,30864,,MacAndrew,Margaret,external,0001,Queensland University of Technology
jc174198,Gardner,Anne,0001,30867,bmh-emh1,Heyer,Elizabeth,student,2120,James Cook University
jc174198,Gardner,Anne,0001,30867,jc136280,Laffin,Nadine,student,2120,James Cook University
jc174198,Gardner,Anne,0001,30867,jc144332,Smyth,Wendy,staff,2120,Townsville Health Service District
jc174198,Gardner,Anne,0001,30867,jc227605,Abernethy,Gail,student,2120,Townsville Health Service District
jc174198,Gardner,Anne,0001,30867,,Fasugba,Oyebola,external,0001,Australian Catholic University
jc174198,Gardner,Anne,0001,30870,X09498,Laffin,Nadine,external,2120,Jsmes Cook University
jc174198,Gardner,Anne,0001,30870,jc144332,Smyth,Wendy,staff,2120,Townsville Health Service District
jc174198,Gardner,Anne,0001,30870,bmh-emh1,Heyer,Elizabeth,student,2120,James Cook University
jc174198,Gardner,Anne,0001,30870,jc227605,Abernethy,Gail,student,2120,Townsville Health Service District
jc174198,Gardner,Anne,0001,30870,,Fasugba,Oyebola,external,0001,Australian Catholic University
jc174198,Gardner,Anne,2124,32948,jc154231,Ahern,Tracey,staff,2124,Australian Catholic University
jc174198,Gardner,Anne,2124,32948,X04805,Gardner,Glenn,external,0001,Queensland University of Technology
jc174198,Gardner,Anne,2124,32948,X06200,Middleton,Sandy,external,0001,Australian Catholic University
jc174198,Gardner,Anne,2124,32948,X06201,Della,Phillip,external,0001,Curtin University of Technology
jc174198,Gardner,Anne,0001,32277,jc136280,Laffin,Nadine,staff,2120,Townsville Health Service District
jc174198,Gardner,Anne,0001,32277,jc144332,Smyth,Wendy,staff,2120,Townsville Health Service District
jc174198,Gardner,Anne,0001,32277,bmh-emh1,Heyer,Elizabeth,staff,2120,Townsville Health Service District
jc174198,Gardner,Anne,0001,32277,,Fasugba,Oyebola,external,0001,Australian Catholic University
jc174198,Gardner,Anne,0001,32277,jc227605,Abernethy,Gail,staff,2120,Townsville Health Service District
jc174198,Gardner,Anne,,33223,bmh-emh1,Heyer,Elizabeth,staff,2124,
jc174198,Gardner,Anne,,33223,jc144332,Smyth,Wendy,staff,2124,
jc174198,Gardner,Anne,,33223,jc136280,Laffin,Nadine,staff,2124,
jc174198,Gardner,Anne,2124,33623,,Fasugba,Oyebola,external,,Australian Catholic University
jc174198,Gardner,Anne,2124,33623,jc144332,Smyth,Wendy,staff,2124,
jc174198,Gardner,Anne,2124,33164,,Schadewaldt,Verena,external,,Australian Catholic University
jc174198,Gardner,Anne,2124,33164,,McInnes,Elizabeth,external,,Australian Catholic University
jc174198,Gardner,Anne,2124,33164,,Hiller,Janet E.,external,,Australian Catholic Univ; Univ Adelaide
jc174198,Gardner,Anne,2124,40874,jc144332,Smyth,Wendy,staff,2124,Queensland Health
jc174198,Gardner,Anne,2124,40874,jc204431,McArdle,Joleen,student,2124,
jc174198,Gardner,Anne,2124,40876,jc144332,Smyth,Wendy,staff,2124,Queensland Health
jc174198,Gardner,Anne,2124,40876,jc111119,Lindsay,David,staff,2124,
jc174198,Gardner,Anne,2124,40876,jc134134,Holmes,Colin,staff,2124,
jc174198,Gardner,Anne,,42184,jc144332,Smyth,Wendy,external,,Townsville General Hospital
jc174198,Gardner,Anne,,42184,jc204431,McArdle,Joleen,student,2124,
jc174198,Gardner,Anne,2124,44581,jc144332,Smyth,Wendy,external,,Townsville Health Service District
jc174198,Gardner,Anne,2124,44581,jc111119,Lindsay,David,staff,2124,
jc174198,Gardner,Anne,2124,44581,jc134134,Holmes,Colin,staff,2124,
jc174198,Gardner,Anne,2124,44581,,Rahman,Kazi Mizanur,external,,Griffith University
jc186285,O'Hare,Deirdre,2120,40764,,Eapen,Valsamma,external,,The University of New South Wales
jc186285,O'Hare,Deirdre,2120,40764,jc133798,Helmes,Edward,staff,2125,
jc186285,O'Hare,Deirdre,2120,40764,art-kam2,McBain,Kerry,staff,2125,James Cook Uniiversity
jc186285,O'Hare,Deirdre,2120,40764,,Reece,John,external,,"Australian College of Applied Psychology, Australia"
jc186285,O'Hare,Deirdre,2120,40764,,Grove,Rachel,external,,The University of New South Wales
jc186285,O'Hare,Deirdre,2120,41221,jc133798,Helmes,Edward,staff,2125,
jc186285,O'Hare,Deirdre,2120,41221,,Eapen,Valsamma,external,,The University of New South Wales
jc186285,O'Hare,Deirdre,2120,41221,,Groves,Rachel,external,,The University of New South Wales
jc186285,O'Hare,Deirdre,2120,41221,art-kam2,McBain,Kerry,staff,2125,
jc186285,O'Hare,Deirdre,2120,41221,,Reece,John,external,,"Australian College of Applied Psychology, VIC"
jc186285,O'Hare,Deirdre,2120,42260,,Eapen,Valsemma,external,,University of New South Wales & Ingham Institute
jc186285,O'Hare,Deirdre,2120,42260,,Grove,Rachel,external,,University of New South Wales & Ingham Institute
jc186285,O'Hare,Deirdre,2120,42260,jc133798,Helmes,Edward,staff,2125,
jc186285,O'Hare,Deirdre,2120,42260,art-kam2,McBain,Kerry,staff,2125,
jc186285,O'Hare,Deirdre,2120,42260,,Reece,John,external,,"School of Psychological Sciences, Australian College of Applied Psychology"
jc186285,O'Hare,Deirdre,2120,43459,jc133798,Helmes,Edward,staff,2125,
jc186285,O'Hare,Deirdre,2120,43459,,Reece,John,external,,Australian College of Applied Psychology
jc186285,O'Hare,Deirdre,2120,43459,,Eapen,Valsamma,external,,The University of New South Wales
jc186285,O'Hare,Deirdre,2120,43459,art-kam2,McBain,Kerry,staff,2125,
jc186285,O'Hare,Deirdre,2120,44130,,Eapen,Valsamma,external,,The University of New South Wales
jc186285,O'Hare,Deirdre,2120,44130,jc133798,Helmes,Edward,staff,2125,
jc186285,O'Hare,Deirdre,2120,44130,art-kam2,McBain,Kerry,staff,2125,
jc186285,O'Hare,Deirdre,2120,44130,,Reece,John,external,,Australian College of Applied Psychology
jc186285,O'Hare,Deirdre,2120,44130,,Grove,Rachel,external,,The University of New South Wales
jc191926,van der Wijngaart,Samantha,2120,33909,jc166487,Hawkins,Russell,staff,2125,
jc191926,van der Wijngaart,Samantha,2120,33909,,Golus,Peter,external,0001,Not Specified
jc192296,Flanagan,Michael J.,2125,40221,,Putwain,David W.,external,,"Edge Hill University, GBR"
jc192296,Flanagan,Michael J.,2125,40221,psmlc,Caltabiano,Marie L.,staff,2125,
jc192496,Gau,Yueh-Mei,2124,29083,nskju,Usher,Kim,staff,2124,
jc192496,Gau,Yueh-Mei,2124,29083,jc140685,Stewart,Lee,staff,2124,
jc192496,Gau,Yueh-Mei,2124,29083,pupb,Buettner,Petra,staff,2111,
jc192496,Gau,Yueh-Mei,2124,29086,pupb,Buettner,Petra,staff,2111,
jc192496,Gau,Yueh-Mei,2124,29086,nskju,Usher,Kim,staff,2124,
jc192496,Gau,Yueh-Mei,2124,29086,jc140685,Stewart,Lee,staff,2124,
jc192496,Gau,Yueh-Mei,2124,31368,pupb,Buettner,Petra,staff,2111,
jc192496,Gau,Yueh-Mei,2124,31368,nskju,Usher,Kim,staff,2124,
jc192496,Gau,Yueh-Mei,2124,31368,jc140685,Stewart,Lee,staff,2124,
jc192661,Alexandratos,Kristy,2123,20027,jc132758,Barnett,Fiona,staff,2123,
jc192661,Alexandratos,Kristy,2123,20027,jc126865,Thomas,Yvonne,staff,2123,
jc193552,Brack,Kerryn,2125,28282,psnjc,Caltabiano,Nerina,staff,2125,
jc193552,Brack,Kerryn,2125,34403,psnjc,Caltabiano,Nerina,staff,2125,
jc193552,Brack,K.J.,2125,44555,psnjc,Caltabiano,N.J.,staff,2125,
jc193552,Brack,K.J.,2125,44555,psmlc,Caltabiano,M.L.,staff,2125,
jc193673,Shearer,Trudi J.,2125,37728,psnjc,Caltabiano,Nerina J.,staff,2125,
jc193762,Boynton,Rebekah,2125,31198,jc130289,Swinbourne,Anne,staff,2125,
jc193762,Boynton,Rebekah,2125,31198,jc229837,Lindsay,Daniel,student,2125,
jc193762,Boynton,Rebekah,2125,31198,jc162259,Morris,Kayla,student,2125,
jc193762,Boynton,Rebekah,2125,39105,mbrcp,Tobin,Renae,staff,2200,
jc193762,Boynton,Rebekah,2125,39105,,Nicotra,Bernadette,external,,James Cook University
jc193762,Boynton,Rebekah,2125,39105,jc130289,Swinbourne,Anne,staff,2125,
jc193762,Boynton,Rebekah,2125,40458,jc130289,Swinbourne,Anne,staff,2125,
jc193762,Boynton,Rebekah,2125,40458,jc229837,Lindsay,Daniel,student,2125,
jc193762,Boynton,Rebekah,2125,40458,jc162259,Morris,Kayla,student,2125,
jc193762,Boynton,Rebekah,2125,42390,jc130289,Swinbourne,Anne,staff,2125,
jc193762,Boynton,Rebekah,2125,42390,jc229837,Lindsay,Daniel,student,2125,
jc193762,Boynton,Rebekah,2125,42390,jc162259,Morris,Kayla,student,2125,
jc193762,Boynton,Rebekah,2125,45961,jc130289,Swinbourne,Anne,staff,2125,
jc193762,Boynton,Rebekah,2125,45961,jc149288,McShane,Connar,staff,2125,
jc193762,Boynton,Rebekah,2125,45961,mbmjs,Sheaves,Marcus,staff,2251,
jc195888,Pringle,Fiona,2126,22899,sci-rmk,Sealey,Rebecca,staff,2126,
jc195888,Pringle,Fiona,2126,22899,jc115823,Sinclair,Wade,staff,2126,
jc195888,Pringle,Fiona,2126,22899,X12245,Bowman,Paul,external,0001,North Queensland Cowboys rugby league
jc195888,Pringle,Fiona A.,2126,26868,sci-rmk,Sealey,Rebecca M.,staff,2126,
jc195888,Pringle,Fiona A.,2126,26868,jc115823,Sinclair,Wade H.,staff,2126,
jc195888,Pringle,Fiona A.,2126,26868,X12245,Bowman,Paul W.,external,0001,North Queensland Cowboys Rugby League Club
jc195888,Pringle,Fiona Alyce,2126,27870,sci-rmk,Sealey,Rebecca Maree,staff,2126,
jc195888,Pringle,Fiona Alyce,2126,27870,X08237,Twomey,Julie,external,0001,Townsville - Mackay Medicare Local
jc195888,Pringle,Fiona Alyce,2126,27870,jc122582,Cheffins,Tracy,staff,2131,
jc195888,Pringle,Fiona Alyce,2126,27870,,Gupta,Smita,external,0001,Townsville - Mackay Medicare Local
jc196322,Hodkinson,Jennifer,2121,30157,jc163518,Gordon,Susan J.,staff,2121,
jc196322,Hodkinson,Jennifer,2121,30157,jc123346,Crowther,Robert G.,staff,2126,
jc196322,Hodkinson,Jennifer,2121,30157,pupb,Buttner,Petra,staff,2131,
jc199162,Ghee,McCauley,2124,31217,jc128068,Felton-Busch,Catrina,staff,2102,
jc199162,Ghee,McCauley,2124,31217,jc225407,Maza,Karen,student,2102,James Cook University
jc199162,Ghee,McCauley,2124,31217,jc214345,Mills,Frances,staff,2124,James Cook University
jc199162,Ghee,McCauley,2124,31217,jc138020,Mills,Jane,staff,2124,
jc199162,Ghee,McCauley,2124,31217,,Hitchens,Marnie,external,0001,James Cook University
jc199162,Ghee,McCauley,2124,31217,bmh-tmp,Park,Tanya,staff,2124,
jc199162,Ghee,McCauley,2124,31217,jc145680,Chamberlain-Salaun,Jennifer,staff,2124,
jc199162,Ghee,McCauley,2124,31228,jc138020,Mills,Jane,staff,2124,
jc199162,Ghee,McCauley,2124,31228,jc128068,Felton-Busch,Catrina,staff,2102,
jc199162,Ghee,McCauley,2124,31228,bmh-tmp,Park,Tanya,staff,2124,
jc199162,Ghee,McCauley,2124,31228,jc225407,Maza,Karen,staff,2102,
jc199162,Ghee,McCauley,2124,31228,jc214345,Mills,Frances,staff,2124,James Cook University
jc199162,Ghee,McCauley,2124,31228,jc146700,Hitchins,Marnie,staff,2124,
jc199162,Ghee,McCauley,2124,31228,jc145680,Chamberlain-Salaun,Jennifer,staff,2124,
jc199162,Ghee,McCauley,2124,31228,jc142918,Neuendorf,Nalisa,student,2222,
jc202870,Yau,Matthew K.,2123,18928,jc445048,Law,Lawla L.F.,student,2123,
jc202870,Yau,Matthew K.,2123,18928,jc132758,Barnett,Fiona,staff,2123,
jc202870,Yau,Matthew K.,2123,18928,jc159953,Gray,Marion A.,external,0001,University of the Sunshine Coast
jc202870,Yau,Matthew K.,2123,19985,jc168851,Parker,Malorie G.,student,2100,
jc202870,Yau,Matthew K.,2123,31837,jc445048,Law,Lawla L.F.,student,2123,
jc202870,Yau,Matthew K.,2123,31837,jc132758,Barnett,Fiona,staff,2126,
jc202870,Yau,Matthew K.,2123,31837,jc159953,Gray,Marion A.,external,0001,University of the Sunshine Coast
jc202870,Yau,Matthew K.,2123,27669,jc445048,Law,Lawla L.F.,student,2123,James Cook University
jc202870,Yau,Matthew K.,2123,27669,jc132758,Barnett,Fiona A,staff,2126,
jc202870,Yau,Matthew K.,2123,27669,jc159953,Gray,Marion A.,external,0001,University of the Sunshine Coast
jc202870,Yau,Matthew Kwai-sang,2123,31361,jc207964,Beckwith,Alison,student,2123,James Cook University
jc202870,Yau,Matthew K.,2123,29546,jc445048,Law,Lawla L.F.,student,2123,
jc202870,Yau,Matthew K.,2123,29546,jc132758,Barnett,Fiona,staff,2126,
jc202870,Yau,Matthew K.,2123,29546,jc159953,Gray,Marion A.,external,0001,University of the Sunshine Coast
jc202870,Yau,Matthew K.,2123,29546,,Siu,Andrew M.H.,external,0001,"The Hong Kong Polytechnic University, HKG"
jc202870,Yau,Matthew K.,2123,31858,jc445048,Law,Lawla L.F.,student,2123,
jc202870,Yau,Matthew K.,2123,31858,jc132758,Barnett,Fiona,staff,2126,
jc202870,Yau,Matthew K.,2123,31858,jc159953,Gray,Marion A.,external,0001,University of the Sunshine Coast
jc202870,Yau,Matthew,2123,29572,jc132758,Barnett,Fiona,staff,2123,
jc202870,Yau,Matthew,2123,35914,jc132758,Barnett,Fiona A,staff,2126,
jc202870,Yau,Matthew,2123,35914,jc159953,Gray,Marion,external,,University of the Sunshine Coast
jc202870,Yau,Matthew K.,2123,39061,jc239186,Che Daud,Ahmad Zamir,student,2123,
jc202870,Yau,Matthew K.,2123,39061,jc132758,Barnett,Fiona,staff,2126,
jc202870,Yau,Matthew,2123,39062,jc239186,Che Daud,Ahmad Zamir,student,2123,
jc202870,Yau,Matthew,2123,39062,jc172523,Judd,Jenni,staff,2131,
jc202870,Yau,Matthew,2123,39062,jc132758,Barnett,Fiona,staff,2126,
jc202870,Yau,Matthew K.,2123,39202,jc239186,Che Daud,Ahmad Zamir,student,2123,
jc202870,Yau,Matthew K.,2123,39202,jc132758,Barnett,Fiona,staff,2126,
jc202870,Yau,Matthew K.,2123,39202,jc172523,Judd,Jenni,staff,2131,
jc202870,Yau,Matthew K.,2123,40901,jc239186,Che Daud,Ahmad Zamir,student,2123,
jc202870,Yau,Matthew K.,2123,40901,jc132758,Barnett,Fiona,staff,2126,
jc202870,Yau,Matthew K.,2123,40901,jc172523,Judd,Jenni,staff,2131,
jc202870,Yau,Matthew K.,2123,40901,pvsrej,Jones,Rhondda E.,staff,2100,
jc202870,Yau,Matthew K.,2123,40901,,Nawawi,Rashdeen Fazwi Muhammad,external,,"Kuala Lumpur General Hospital, Malaysia"
jc202870,Yau,Matthew,2123,43070,jc223422,Eagers,Jackie,staff,2123,
jc202870,Yau,Matthew,2123,43070,jc234980,Franklin,Richard,staff,2111,
jc202870,Yau,Matthew,2123,43070,,Broome,Kieran,external,,University of the Sunshine Coast
jc202870,Yau,Matthew K.,2123,45610,jc223422,Eagers,Jackie,staff,2123,
jc202870,Yau,Matthew K.,2123,45610,jc234980,Franklin,Richard C.,staff,2111,
jc202870,Yau,Matthew K.,2123,45610,,Broome,Kieran,external,,University of the Sunshine Coast
jc203612,Lim,Mei Hui Sabrina,2125,22481,jc226039,Suárez,Lidia,staff,2125,
jc203612,Lim,Mei Hui Sabrina,2125,22481,jc203692,Cheah,Kimberly,student,2125,
jc203612,Lim,Mei Hui Sabrina,2125,22481,jc203694,Lee,Yet Wei,student,2125,James Cook University
jc203622,Chew,Kia Hong,2125,22069,jc117545,Dillon,Denise B.,staff,2125,
jc203622,Chew,Kia Hong Peter,9420,30581,jc117545,Dillon,Denise,staff,2125,
jc203622,Chew,Kia Hong Peter,9420,30582,jc117545,Dillon,Denise,staff,2125,
jc203622,Chew,Peter K.H.,9420,34812,jc117545,Dillon,Denise B.,staff,9420,
jc203622,Chew,Peter K.H.,2125,31106,jc117545,Dillon,Denise B.,staff,2125,
jc203622,Chew,Peter K.H.,9420,34809,jc130289,Swinbourne,Anne,staff,2125,
jc203622,Chew,Peter K.H.,9420,34809,jc117545,Dillon,Denise B.,staff,9420,
jc203622,Chew,Peter K.H.,9420,36256,jc117545,Dillon,Denise B.,staff,9420,
jc203622,Chew,Peter K.H.,9420,38119,jc117545,Dillon,Denise B.,staff,9420,
jc203692,Cheah,Kimberly,2125,22481,jc226039,Suárez,Lidia,staff,2125,
jc203692,Cheah,Kimberly,2125,22481,jc203694,Lee,Yet Wei,student,2125,James Cook University
